year_of_death;code;age;sex;disease;number_of_death
1979-2021;92;1-24;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;93;1-24;Tous sexes;18. Covid-19 : U071-U072,U109,U129;6
1979-2021;94;1-24;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;95;1-24;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;971;1-24;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;972;1-24;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;973;1-24;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;974;1-24;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;976;1-24;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;01;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;02;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;03;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;04;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;05;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;06;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;07;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;08;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;09;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;10;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;11;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;12;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;13;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;6
1979-2021;14;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;15;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;16;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;17;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;18;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;19;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;21;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;22;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;23;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;24;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;25;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;26;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;27;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;28;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;29;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;2A;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;2B;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;30;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;31;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;32;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;33;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;34;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;35;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;36;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;37;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;38;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;39;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;40;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;41;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;42;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;43;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;44;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;45;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;46;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;47;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;48;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;49;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;50;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;51;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;52;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;53;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;54;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;4
1979-2021;55;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;56;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;57;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;58;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;59;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;8
1979-2021;60;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;61;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;62;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;63;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;64;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;65;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;66;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;67;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;68;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;69;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;4
1979-2021;70;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;71;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;72;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;73;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;74;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;75;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;16
1979-2021;76;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;77;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;6
1979-2021;78;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;7
1979-2021;79;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;80;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;4
1979-2021;81;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;82;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;83;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;84;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;85;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;86;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;87;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;88;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;89;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;90;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;91;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;92;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;5
1979-2021;93;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;21
1979-2021;94;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;7
1979-2021;95;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;12
1979-2021;971;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;4
1979-2021;972;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;12
1979-2021;973;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;974;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;4
1979-2021;976;25-34;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;01;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;5
1979-2021;02;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;7
1979-2021;03;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;04;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;05;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;06;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;5
1979-2021;07;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;08;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;09;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;10;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;11;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;12;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;13;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;15
1979-2021;14;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;15;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;16;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;17;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;18;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;19;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;21;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;4
1979-2021;22;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;23;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;24;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;25;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;26;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;27;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;5
1979-2021;28;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;29;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;2A;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;2B;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;30;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;6
1979-2021;31;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;32;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;33;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;34;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;5
1979-2021;35;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;36;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;37;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;4
1979-2021;38;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;8
1979-2021;39;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;40;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;41;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;42;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;43;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;44;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;9
1979-2021;45;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;6
1979-2021;46;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;47;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;48;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;49;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;50;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;51;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;7
1979-2021;52;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;53;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;54;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;55;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;56;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;57;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;8
1979-2021;58;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;59;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;19
1979-2021;60;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;5
1979-2021;61;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;5
1979-2021;62;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;9
1979-2021;63;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;64;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;65;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;66;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;67;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;9
1979-2021;68;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;10
1979-2021;69;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;12
1979-2021;70;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;71;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;7
1979-2021;72;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;73;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;5
1979-2021;74;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;75;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;24
1979-2021;76;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;8
1979-2021;77;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;35
1979-2021;78;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;13
1979-2021;79;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;4
1979-2021;80;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;6
1979-2021;81;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;82;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;83;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;6
1979-2021;84;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;85;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;86;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;87;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;88;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;89;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;90;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;91;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;23
1979-2021;92;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;14
1979-2021;93;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;47
1979-2021;94;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;28
1979-2021;95;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;23
1979-2021;971;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;23
1979-2021;972;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;22
1979-2021;973;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;13
1979-2021;974;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;10
1979-2021;976;35-44;Tous sexes;18. Covid-19 : U071-U072,U109,U129;4
1979-2021;01;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;12
1979-2021;02;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;29
1979-2021;03;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;04;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;05;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;4
1979-2021;06;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;23
1979-2021;07;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;11
1979-2021;08;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;6
1979-2021;09;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;10;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;7
1979-2021;11;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;8
1979-2021;12;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;13;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;68
1979-2021;14;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;6
1979-2021;15;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;16;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;17;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;6
1979-2021;18;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;6
1979-2021;19;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;5
1979-2021;21;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;13
1979-2021;22;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;6
1979-2021;23;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;24;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;25;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;13
1979-2021;26;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;12
1979-2021;27;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;14
1979-2021;28;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;13
1979-2021;29;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;5
1979-2021;2A;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;2B;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;30;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;12
1979-2021;31;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;13
1979-2021;32;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;33;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;27
1979-2021;34;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;22
1979-2021;35;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;9
1979-2021;36;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;8
1979-2021;37;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;12
1979-2021;38;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;28
1979-2021;39;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;10
1979-2021;40;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;41;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;8
1979-2021;42;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;22
1979-2021;43;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;4
1979-2021;44;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;12
1979-2021;45;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;12
1979-2021;46;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;0
1979-2021;47;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;4
1979-2021;48;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;1
1979-2021;49;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;7
1979-2021;50;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;10
1979-2021;51;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;15
1979-2021;52;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;8
1979-2021;53;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;54;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;26
1979-2021;55;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;10
1979-2021;56;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;7
1979-2021;57;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;55
1979-2021;58;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;5
1979-2021;59;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;97
1979-2021;60;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;25
1979-2021;61;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;6
1979-2021;62;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;45
1979-2021;63;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;8
1979-2021;64;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;65;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;6
1979-2021;66;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;10
1979-2021;67;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;28
1979-2021;68;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;33
1979-2021;69;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;39
1979-2021;70;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;2
1979-2021;71;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;16
1979-2021;72;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;5
1979-2021;73;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;13
1979-2021;74;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;22
1979-2021;75;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;91
1979-2021;76;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;26
1979-2021;77;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;69
1979-2021;78;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;51
1979-2021;79;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;4
1979-2021;80;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;9
1979-2021;81;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;3
1979-2021;82;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;4
1979-2021;83;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;22
1979-2021;84;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;15
1979-2021;85;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;5
1979-2021;86;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;9
1979-2021;87;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;8
1979-2021;88;45-54;Tous sexes;18. Covid-19 : U071-U072,U109,U129;18
